Ticker,Price
HLNE,141.8
ITOS,16.66
GYSLF,0.012
AVK,12.625
VSMV,47.26
KBE,53.15
DLB,81.48
WOLWF,25.26
ILKAY,23.2
CSCO,48.45
TMTNF,90.92
DVDCF,9.352921
FITX,1e-06
OUT,15.93
GDOC,35.794
RILYN,19.2
BITF,2.736
DLO,8.04
SUNYF,0.074237
IHSFF,238.8805
MJDLF,7
MDRM,0.005
CJREF,0.0793
EWV,9.89
OCX,3.3
SMFL,2.1447
SFNXF,223.25
RELX,45.27
GVYB,16.4
PLDIF,6.25
MSITF,1e-06
NGVT,46.34
ET,16.275
HIO,3.895
PKKFF,0.0393
MMMM,1e-06
PCOK,3.48
CDAQ,10.88
FAT,5.2299
CGIC,25.29
WIP,39.175
TSLT,19.96
SKF,10.94
SNPX,4.43
ZAUIF,0.0644
HBANL,25.06
NSHSF,0.0038
PRAY,28.71
KKR,114.86
SPTS,28.995
RAFI,4.45
RCUS,15.12
KRO,10.37
NMFCZ,25.76
EINC,81.9
QULL,48.1004
CLBR,10.29
DRETF,13.62
FRZT,0.017
DIVZ,31.53
WZZZY,7.29
TYOYF,28.97
BHR,3.7
SGIOY,10.65
TGLS,53.325
GRPZ,26.26
ARVLF,0.05
ENOR,24.47
SBAC,214.57
WINC,24.02
NMLSF,0.0108
HAVLF,0.005
HOLO,0.53705
XPP,14.9059
HCI,90.935
QD,2.095
UREKF,0.2
BGRO,31.36
OXSQ,3.025
KANP,37.47
BLEU,10.75
CLOV,1.705
TRDA,16.885
CSSPQ,0.0625
SUOPY,32.4
DBIN,32.5
ITDA,28.795
RNWEY,0.6702
SEGXF,12.49
IWML,22
GSBC,65.65
BKISF,4.0905
RIV/PA,23.09
EDEN,123.5299
WK,74.48
SCYRF,0.0221
USD,126.78
SYNB,32.2197
GANDF,0.032
EGRAF,0.021
FIG,21.19
SUUFF,0.2102
ITCI,75.27
COO,92.35
HKTTF,1.1
WDGJY,5.5
YMHAY,19.24
MNGG,0.0001
CLYYF,0.25
AVDV,67.7925
CMF,57.34
DTF,11.035
QQQX,24.96
INRO,26.54
NDOI,29
MDEV,20.4289
RBUF,25.66
PHCI,0.9
SLHPF,1e-06
RMR,26.06
FANH,1.47
PLMNF,0.1053
PODD,198.16
ALPMF,10.55
IBTF,23.2398
SKJJF,48.16
USSH,50.26
DDEC,38.78
NET,78.82
UEVM,49.02
AVAH,3.725
GHMS,26.02
HTGC,21.28
SNV/PE,25.53
BPMUF,47
MMS,91.645
QDEL,35.1
LUXHP,14.6293
MIN,2.66
CREV,6.153
FNWB,10.305
SPCO,1.13
RLBD,0.00769
GSY,50.1248
CHGG,3.4394
DECP,25.8276
RECHF,0.04825
LBTYA,19.28
QRTEP,40.9084
COGZF,0.774
BCOW,8.88
ELWS,2.1301
GOTRF,0.8893
EA,147.3
WULF,5.55
SYNX,2.73
BTOG,1.92
CGC,7.9706
THNPY,26.32
UFIV,48.6202
BLTH,0.0313
CWSRF,9.7
TSRYY,8.44
DMLP,32.54
FHEQ,26.36
SGRY,29.075
ESGR,334.185
BOWL,13.57
EMRH,0.0001
AREB,0.773599
GNPX,2.04
BDWBY,5.15
WHG,13.11
MDNAF,1.44
LBAY,26.9252
REG,66.88
DRUG,1.15
GTMAY,1.1
FTS,40.52
YCBD/PA,0.4975
ROYMY,8.68
KD,27.23
GRNQ,1.17
DSBX,15.75
RTRE,25.365
HODL,71.99
URLOF,0.192
GBAB,16.14
CREG,0.9901
BITW,36.6
GLL,19.36
CLVR,2.4
TMUS,183.205
PERF,2.32
CGIE,29.11
DRGV,0.0003
DSX/PB,25.825
SCHZ,46.2195
LEXI,29.848
FRDM,35.565
SILLF,0.19542
HCOW,26.69
BOC,14.17
RCB,23.97
TBX,29.15
DIMC,36.16
PGPEF,107.5
OMID,0.02175
HLTRF,2.59
CFBK,20.25
AHT/PI,15.2
CLBR.U,10.4
KWE,0.389999
SCHL,36.7
CLS,55.74
FALC,1.65
CING,0.3453
RGBP,0.4
EVGIF,1.59
BSR,28.3235
MTAL,13.135
BROG,0.8729
PSNL,2.48
AWP,4.21
THRD,12.34
JNSH,0.0027
PRCT,69.725
CNOB,22.945
JAGX,4.19
IRSIF,6.549
FLOT,51
NKGFF,0.206
WEJOF,1e-06
VPRB,0.092875
DFAE,26.27
DSGR,33.07
THCP,10.52
PERT,1e-06
TGL,1.9
BK,63.645
TWRFF,0.0808
WFC/PC,19.645
AMZZ,26.3591
RBWRF,0.17
JKSM,0.02
KRRGF,5.0158
BIRDF,18.62
DJCB,20.698
POFCY,0.0753
GTVH,0.00319
FUTL,1e-06
BFAC,11.08
CHKR,0.4
TKO,105.9
GHSI,9.59
EMSKF,0.02
ABUS,3.74
QQQE,90.17
OLED,222.01
MNA,32.115
ETN,309.14
THKLY,9.67
HYS,93.53
PGPHF,1392.27
TPLKF,16.225
VAC,90.43
EUMNF,0.0436
PROBF,0.96
BGX,12.6301
BNJ,16.25
DNB,10.18
AUKNY,23.72
CMXHF,203.04
AQN,6.075
ECNCF,1.35
SEKEY,8.545
HYEX,3.17
UMC,7.955
VSQTF,0.0827
SCHX,65.565
HOMU,0.0001
ORLY,1037.19
IBBCF,22.5
FLHLF,0.0417
MOBQ,1.82
EBLU,48.37
RHP,106.69
BLEVF,1e-06
IMAB,1.5406
IWL,135.8251
ENTOF,11.97
HTCMF,28.8
DGGXF,0.0214
LAKE,23.16
GIFOF,8.24
DIAX,14.32
BADFF,26.955
SURI,24.7
XSVT,0.401
BSEM,10
ILPT,4.8708
PSCJ,25.5002
OVBC,21.75
CTV,1.97
ZNCXF,0.0595
GCLN,34.583
MPAD,12.81
WMPN,12.07
ELME,16.47
CVIE,58.38
ORINY,22.64
SNOW,133.52
CYBCF,0.145
DMAC,3.31
PLNT,77.56
GOSS,1.095
GTSWF,1e-06
PANRF,0.04
MCLE,0.3159
FTC,123.2957
KT,13.555
MWA,19.88
GLRI,0.0001
ALEX,18.17
FVC,35.2325
PTSI,20.95
ISVPF,10.44
WFAFY,23.79
ETTYF,28.15
BRAG,5.67
KASHF,0.067
GTIP,48.9365
LCR,34.44
FRFZF,18.44
ENTG,131.5
COUR,7.315
NOUV,0.0002
SPCE,6.966
RAYA,0.86
THRSF,0.03
ILCB,76.595
TG,5.758
KAPR,32.18
ATNPQ,1e-06
FDCT,0.008
SGMT,3.32
XRAY,27.56
AOD,8.665
RSPA,50.5
TMRAY,13.22
BEPI,17.06
D,52.37
NXMR,0.0002
ENIC,2.86
AONC,1.26
EMLD,10.76
PWR,259.715
WSFS,56.525
MVF,7.29
SYIEY,30.5225
TLPFF,114.69
ESGA,68.89
HPQ,37.96
THRM,53.075
SQ,69.255
ESPR,2.5703
PCPDF,0.0315
ADME,44.59
MNTS,0.575
AUMI,35.1599
WGS,33.045
IYE,49.57
CPOP,1.6
EVLI,0.0001
GAWK,0.0002
ECC,9.9844
CNTA,9.73
GGG,83.64
EBIT,33.4832
BMBOY,14.25
XYLE,26.3142
TBN,24.62
DPZUF,23.1
TLN,119.99
CFRHF,153.89
ROYL,0.0336
FUUFF,0.25
NBGRY,8.94
SELV,28.5281
UMMA,24.87
TSNDF,1.35
TNC,109.2
IQ,3.66
ESIX,31.3988
TSLRF,0.31
EICC,24.9216
BKQNY,7.91
VRDR,0.4
ATUSF,15.482
MXE,9.99
KSM,9.885
FCCT,8.9527
TSHA,2.295
TTDKY,67.97
CLBT,13.01
BBBL,49.6406
BLACU,10.94
RFAI,10.08
MFC,26.45
DRH/PA,25.1
EMCC,24.795
CALA,0.0125
GMUN,49.545
HLFN,29.7
CUTR,1.63
URAX,15.86
VANI,1.33
IBDSF,13.075
DEO,131.2
AIIXY,47.2
UI,170.715
AOTG,39.2666
SPLP/PA,24.14
ACRL,0.0057
CHH,132.23
SNDL,2.13
MONOY,12.82
EVAV,22.665
CRD.A,9.69
MITQ,0.72
AVGE,71.9
DNLMY,13.8
PEX,29.3901
SCHG,100.76
RTLLF,850.75
GLFH,0.05
GBXI,0.0001
JANH,24.86
PEGA,60.01
NXTP,0.0023
ISRL,11
GRNF,0.027
SMI,46.42
PLNH,0.5
BTCL,29.83
VVV,47.32
WAWIF,9.4
VMSXF,0.0483
INN/PF,20.485
AASZF,0.405
VWSYF,22.4
XMLV,58.4698
KFRC,67.62
BAC/PQ,19.1146
OLMA,14.55
MGRX,0.3951
RLJ,9.875
KBCSY,36.94
PEPG,18.05
CPPCY,15.45
FPX,101.71
APETF,0.015
VMC,256.525
FINW,11.9
MNTHY,31.235
PCOR,68.535
CYCN,3.3
EGRX,5.995
WLMIY,23.155
LAAB,0.00825
ANDI,1e-06
QYLD,17.855
PTOP,0.0003
WCLD,32.12
FNDE,29.94
AFFU,0.0086
UHAL.B,63.22
TSAT,8.9
PGNY,29.145
HMENF,1.3
BZZUY,20.46
GTES,17.545
IDCBF,0.56
GDVM,0.023
LBPH,37
CMPX,1.045
BGAVF,0.0262
SBMIF,0.0183
RFDA,54.75
IMTX,12.2
COLD,28.96
BITCF,0.0002
JG,2.5199
HLDVF,2.69
TKCOF,29.63
EML,30.085
AREC,0.6818
ALTPF,0.08272
FEBW,29.84
WTCZF,0.0151
CSMD,29.8234
CSLM,11.27
FLNG,27.3464
CDEI,68.42
AIVI,41.2718
BCEKF,0.233
FM,27.83
FTEC,171.24
TOKE,5.99
RINIY,11.75
FNWD,26
COLB,24.13
WGMCF,0.001
CTO,18.77
CZFS,51.57
FRCOF,265
LNGZ,27.9413
MNXXF,0.051555
HGLB,7.7
MILFF,0.2119
IPSEY,30.38
ATEYY,38.37
FOSUY,13.732
TYLG,32.4
ESP,22.34
BMN,24.82
EZGO,1.7579
EXOD,16.5
KMTUF,30.412
CARR,67.19
PHR,24.805
CIGI,130.15
PLRX,12.42
WDFCF,0.0987
PGP,7.733
BDVSY,30.07
QHY,45.4201
SRGMF,0.39
THG,135.95
TFC,43.18
INDCF,0.0645
CMSD,24.49
MLXEF,0.32
CRTL,0.0061
ISHP,30.34
FMCXF,2.73
WES,42.17
DFRA,31.56
THW,13.25
ANF,152.34
HAWLM,14.25
ZEFIF,1.25
GIII,26.61
EMB,89.735
CPBI,10.62
PCRBF,1.3
IPCIF,1e-06
PLGGF,0.0321
VFF,1.1161
KSPN,0.0002
FINX,26.775
FTLS,62.4156
VRRCF,0.048
MLCO,6.265
LIGA,0.023
ITNF,0.01228
TRC,19.635
SHOP,63.81
BJ,89.94
EWH,15.6
SNA,273.43
FMBM,16.9
CMAKY,3.58
CX,6.5
EP/PC,47.3557
BLCR,31.56
STEM,1.3901
SHLAF,259.66
PSCQ,25.76
PBAM,37.7
MIUFF,6.495
IUSB,45.8264
DRPRY,8.01
SMHB,6.6
FTBD,49.36
TTP,35.45
WSPOF,163.4082
NVSGF,0.021
EVGO,3.7702
LAMR,121.48
PLTM,9.545
CFSB,6.7
HGMCF,10.8
PBKX,10.2
LUNR,4.31
MITP,25.285
MGDDY,18.915
SGHT,8.13
NABL,14.49
VBR,195.88
APDN,0.41203
HASI,31.985
CCBC,11
NSC,233.55
GS/PC,24.3
XBJL,32.59
CBL,26.27
APYX,1.3627
ANY,1.16
DKS,216.07
CP,83.97
SRG,5.335
LYSCF,4.17
EMGF,47.465
DTRL,329
VEXTF,0.18
NVR,8561.17
HPGLY,83.75
CGNSF,0.0101
STAG,39.22
CMCT,2.27
NRBO,4.75
PBTDF,0.4447
CRML,10.71
BFZ,12
AZLCZ,585
RM,30.89
CFRUY,15.265
GV,2.3106
FTLF,32
CCCP,0.2551
TKOMF,38.05
CELV,0.071
HUBG,45.705
ASPN,24.12
ALHC,9.81
EMDV,44.3724
JUVF,11.06
OSEA,27.69
NVX,1.75
AMBC,13.05
FCNCB,1645
AGGH,21.1799
AMNL,0.0001
GSTC,0.0008
AUR,4.4705
SJMHF,0.2951
TRES,16.88
BYCRF,26.99
CAPE,28.8025
PTVE,12.89
INFY,22.325
UAA,6.8202
EASG,31.869
AIPI,53.1501
AHLT,25.25
BTSGU,47
SCRYY,2.22
CVCO,406.06
SLOIY,62.89
MAPPF,0.121
RVNC,3.86
AIRG,7.15
ICR/PA,19.07
BCSF,16.5499
TRUFF,0.0324
USAP,30.318
GAM/PB,24.95
TCOR,0.4
JADE,48.2772
CVVUF,0.47
DMF,7.27
PRPEF,14.97
SNGSF,0.1232
LYT,1.93
UGE,18.42
TRT,6.06
WYPH,0.0001
DTG,20.58
MAIN,50.4302
BIOQ,72.5
UXIN,1.8155
SKYH,9.85
SIJ,9.155
GLBZ,4.6
PIXY,1.78
MIUFY,13.92
LPMDF,0.005
ELVG,0.023
AILQF,0.26
MPVDF,0.1078
CTARF,1.95
CTHCF,0.35
MCY,58.07
MRVI,9.365
RENB,1.38
AFSIM,14
ADRT,19.89
HLOSF,1.21
ELEK,0.03
NRILY,29.335
ZD,50.755
SVSN,0.006
BXMT,19.795
COMM,1.86
ODDS,22.83
JETU,20.9679
PCH,43.35
RBGPF,57.32
MFCO,0.61
NHNKF,15.84
IBHF,23.005
IMWSF,7.5802
DFAT,56.18
NCL,0.2454
ETST,0.21
ROHCY,14.63
CRARF,15
GTHX,3.525
CRGX,17.43
BDRAF,70.14
ZVIA,0.8526
TEGR,1e-06
SCJ,73.81
ZION,50.42
QLD,99.05
AVCTF,0.9076
PRFZ,41.39
KRUS,51.9
CHLSY,11.53
BSMS,23.4175
ERTH,42.49
RPHCF,21.542
JEMA,38.6701
YGFGF,0.0019
WHR,109.7725
FEMB,27.75
DPLS,0.001
SFL,13.4737
EWA,25.36
VASO,0.229
EQLS,22.9999
JSPR,20.805
ABBRF,1.86
FTHY,14.645
ETR,112.11
WEDXF,2.92
TFPM,16.085
SSSPF,559.3218
OPHLF,13.985
FRD,18.2
ALFUU,10.02
PNC,179.83
GEG,1.8
VITFF,0.52
IWFG,44.8557
FDXTF,0.1845
NBB,15.75
SHECF,41.524
SG,23.67
STBF,25.135
FTHM,1.865
GOGY,0.11
HXGBF,11.2
CCFN,33.5
HDV,114.42
SDOG,56.5
LTC,37.01
EGFEF,1.99
BNTRF,0.1
CERT,16.47
MIR,10.925
IQST,0.23935
BRQSF,0.1001
HEI,226.25
IMAX,18.05
ADMA,13.18
FDIS,84.36
XMMO,116.29
COLFF,0.95
SCE/PH,25.39
BMCS,0.025
RSTN,4
FPAG,30.53
DRCR,0.23
IEFA,74.81
IBDV,21.55
QEDN,0.0006
KLDW,45.3771
ATIF,0.84501
UNLYF,57
GLRY,31.41
JBHT,161.515
PW/PA,2.88
WLGS,0.579
FNOV,46.32
HDUP,0.0053
TSPCF,1.84
HXL,63.755
CAVG,0.415
BZDYF,31.76
BNDSY,4.05
COFAF,15.055
VRUS,1e-06
FNMAN,8.25
SHO/PH,21.69
RFAIU,10.15
HI,43.46
LUCMF,0.4258
AUGT,29.42
GFR,7.63
DUSB,50.61
BNCC,24.8
YEXT,5.41
PFHO,0.85
SPUU,136.22
CNTG,0.50705
USGDF,0.1064
NNRI,0.002
PSA/PQ,17.615
SSSS,3.99
VOPKY,42.7
APWC,1.48
SWGAF,190.69
JGH,12.7815
AIBGY,11.2
MDIBY,15.785
BTRMF,0.0623
CIHHF,4.78
SFRGY,4.76
FTCPF,28.614
MHD,11.955
PSRHF,0.55
MPAY,25.4899
AYURF,0.0469
OLMM,1e-06
DJCO,438.34
UDIV,43.4368
YLLXF,7.1
EVTV,1.86
BLEG,0.0014
AFGB,23.92
DOLLF,0.8375
FSTR,23.61
CHKP,170.06
KIM/PN,55.96
QQQN,29.57
TGI,16.96
ADIA,0.009
TGSNF,11.69
NIOCF,0.0352
HCKT,24.43
AYI,262.61
DES,34.37
TTVSY,10.2485
PSMT,91.04
FDTB,9.348
AAAU,24.39
MDMP,0.0085
RGTI,1.13
TPHD,36.7598
SWRM,0.0004
MBAIF,0.057
IMSCF,205.3275
BSEP,41.0092
SCLZ,52.0271
KRYAF,87
IRDM,27
ISHFF,98.79
KBWR,57.34
ENSG,138.7
WPP,48.55
RLYB,1.38
PEV,0.4541
BIOL,0.075
PSEP,37.66
AONNF,20.4533
KRE,57.135
THD,56.6392
VOOG,333.39
JHMM,57.6
MGXMF,1e-06
KTHN,21.1
PTF,60.6
AMNE,1e-06
IDHQ,30.6472
NXP,14.67
CFGX,0.0001
HCMLF,89.6
TKOMY,39.49
GPAEF,16
VONV,80.35
BATRB,50
PSMMY,40.06
CGBCF,12.06
LCGMF,0.05605
BGI,2.63
BHKLY,58.75
PAFRF,0.3445
MCHP,91.98
BVNNF,0.48
SSEUF,64.1215
RY,112.34
DHIL,152.95
AFLYY,0.8532
LPENF,0.08
BBCA,67.68
ZHUZF,3.645
BTCM,3.13
IAI,123.4
ROOOF,0.1565
HTZ,4.555
XNAV,68.4633
PKB,73.8001
PSBXP,13.1
ETJ,8.68
BXSY,13.35
JNK,95.35
VERO,0.6025
LU,2.735
CARV,1.55
GXUS,46.356
CSIQ,16.96
KGFHY,7.14
IMPUY,5.09
FSUMF,14.05
BIV,75.9699
RISN,26.6
PAA,18.9201
CANSF,0.075
NBIO,0.0609
PNW,82.81
VGDTF,33.9342
SLVP,13.2536
VICFF,0.003
HAWLI,14.25
IMUX,1.4499
RNXT,1.1701
BFAM,119.32
AFG,133.725
ELQD,82.2095
HEGLF,0.0011
EUTLF,4.17
BLMS,0.0003
CAHPF,2.7
WEDG,0.1
SWIN,3.2311
NUBC,21.3
HYPR,1.2404
ROKRF,0.167
PMCGF,0.195
VEOEF,30.979
HTHIF,24.8499
IBID,25.39
OOMA,10.3
IHD,5.45
GNL,8.65
GCXXF,0.0255
JPM/PM,19.85
ARLSF,0.10168
ECPL,0.017
ZVOI,1e-06
IPDN,0.515
MI,5.11
APD,270.84
QQQ,478.59
WABC,58.22
FULT,19.85
GEECF,1e-06
TRINZ,25.225
ICTY,0.0004
GUT/PC,23.745
OLLI,100.58
MGLLF,6.4
BOIVF,6.5
SNNUF,14.225
NCNO,33.28
PXCLF,0.3
AMH/PH,23.82
HRIBF,83.69
LKHLY,8.45
EPIPF,18.37
BKCI,52.04
WDHR,1e-06
BLPH,0.051
HFRO,6.24
CLGCF,0.0471
LVHD,38.22
EVHY,53.3466
BAUG,41.05
MMMW,0.00674
IGTA,11.3461
ADMT,0.079
CYN,6.49
PREIF,0.052
SIXJ,28.66
PZZA,43.335
SCNI,4.65
IQHI,26.475
DRKTY,7.35
ONEI,0.72
BZRD,0.0011
FTAIO,25.18
RSPI,0.0011
CISCF,0.04
SKLZ,6.73
GXC,68.62
PCN,13.4076
MLP,23.7
ASHS,24.3991
OBT,55.85
XYLD,40.895
BSJR,22.378
LTMAY,0.34
PBKOF,20.12
MGRO,29.1118
CWBHF,0.17
UFEB,31.9
FLCH,16.6899
BLPG,0.12
LTSK,19.55
EMF,12.7916
EBKDY,25.356
ONPH,0.0001
HAWEL,13.96
CLNR,24.2334
EVIM,52.3505
MO,49.835
NMTAF,0.05
VSS,121.505
ECRFF,0.049
NLY/PG,25.37
NTCT,19.055
ENJPY,8.82
AFARU,12
OGE,37.53
CONL,50.8894
ISSZF,8.379
FVRR,24.305
MTEM,1.4384
OMF,52.9
PMVP,1.57
ATONF,0.0597
GAU,1.88
GSFI,1e-06
TXRP,0.1
GSEU,37.2349
PSRU,0.0001
TOVX,0.2658
WTMAU,11.44
REDFY,1e-06
VTOL,37.13
NDBKY,14.17
FRI,27.57
SPTN,20.17
BUL,44.5
GNGBY,19.8
HRFEF,0.085
DBRG/PI,22.6329
KEUA,22.86
STXS,1.995
BBIN,60.81
SHMP,0.00895
VNPKF,0.53
BRTHY,39.92
YQ,2.24
BCIM,22.5
SMCE,0.00585
CMMB,1.15
ECTXF,6.55
CHELF,0.0284
BKFKF,50
PCGG,11.13
CHRO,1.14
VIDE,1.1
JQC,5.625
MBLY,27.15
ADTN,6.34
AHODF,31.97
BGUUF,0.04
CVLG,51.42
ITRN,25.71
JAMN,0.0001
CRUS,138.255
JMHLY,36.42
HVRRY,42.57
INDL,73.61
EONGY,13.6
COMP,4.63
BKNG,3924.8
PEB,14.165
NDOW,25.3732
CNO/PA,19.71
AMIX,1.265
EWBC,81.69
AIJTY,0.39
GBBFF,0.01906
AMIGY,33.756
ITDI,31.11
OILFF,0.0585
AGXKF,0.9243
GTBP,2.7995
PINXF,0.3296
BPT,2.25
JOB,0.3101
CFO,66.76
NISN,7.84
FYT,57.395
PAY,20.04
UNQL,0.0031
DVA,140.4199
FND,96.32
GP,1.1608
CNTM,2.18
GHYB,44.549
EGPLF,0.0757
DMO,12.17
QBUF,24.93
GXXFF,0.0424
ARBTF,0.0593
EYEN,1.19
XSW,156.9
SHECY,21.29
DTRE,41.6925
KLGDF,0.03
BLKB,77.62
USDU,26.765
HIMS,21.2174
CSR/PC,24.25
QUCT,1300
PHGE,0.3249
NUS,11.02
MBCF,0.9861
NPSCY,7.35
NXGM,0.0682
WGLIF,0.0524
CLOZ,26.94
DIAL,17.9
CFLT,24.98
CIB,33.4245
APTY,0.0005
NPLS,0.0539
GRLF,0.0001
SOYB,22.5299
BHOOY,8.63
WBUY,0.1727
KPOP,13.776
BNPQY,34.64
CCBG,32.865
NXMH,0.0627
CYSNF,0.88
SPDG,36.02
SABS,2.875
BMAR,43.66
CGCB,26.26
LRE,1.99
PJUN,35.9018
NURE,32.71
IMTCF,0.335
BKLN,21.165
OGN,21.295
MFIC,15.56
BRZE,41.01
PROSY,7.2
ARKZ,40.53
SCE/PN,25.71
JRNGF,2.14
BGC,9.545
URTH,150.89
EDPFY,39.65
GEHC,83.26
EES,52.1024
ZTS,181.89
FXNC,16.29
POWI,75.565
CYBN,0.3065
IXC,42.665
ENGT,0.07
SXOOF,0.0552
STRA,118.155
GSVI,0.01
UAVS,0.4357
MEGI,13.43
KMPB,22.56
STRR,5.055
NEMTF,95.009
SGLC,35.08
PB,69.56
OCTJ,24.03
FJTSF,15.7
TCBX,23.81
BAC/PK,24.9901
TMP,58.55
AEE,76.25
ZURA,3.47
SRAD,11.46
WHD,60.435
PIFR,0.0032
CLCO,12.25
FOXA,37.79
APEI,19.18
HLAN,89.49
OCTW,34.6499
CBDL,0.0008
PFFA,21.56
HBANM,22.545
EJAN,30.225
KRYXF,0.5724
BBD,2.3
BHFAN,19.235
PGYC,1e-06
BWA,34.695
EDIT,5.54
KRG,24.01
PHIO,4.78
FIDU,68.4557
PRCNF,1e-06
IDEV,67.7
ANDHF,27.8706
ARIS,16.4
BETSF,0.55
CUYRF,70.97
IDCBY,11.04
YBCN,0.005
RBCN,1
PIO,41.9935
FHN/PF,17.27
OONEF,0.05745
MTEHF,0.0555
LRNZ,38.74
CLBK,17.215
CARD,9.04
ANTE,1.01
WSBC,33.31
KRBP,1.97
MLPX,52.9
BYSD,2.74
FFXDF,14.178
ZVSA,4.68
XJNGF,0.45
IRBT,11.165
TIP,107.79
FRPT,117.66
WSBCP,25.1191
CTXAY,45.05
TPIC,4.785
KLNE,6.4601
PCCE,10.0743
FRTY,15.8819
MDJH,1.38
SMMD,66.9
MAN,75.1
KTN,26.5
ECDP,0.0801
DARP,31.54
HSCC,0.0035
HAPI,33.63
ILST,0.00085
JUNP,25.8507
SINGY,10.42
CNSWF,3052.5813
CNDA.U,10.7
GRPTF,16.97
IKTO,0.0004
GOVI,28.136
GAME,1.1817
OBTEF,0.051
SAML,0.0115
QCLR,30.24
BADEF,0.4518
TEN,26.1
PBD,14.33
RPAY,9.875
NCNC,0.202
GHEE,25.5143
LSST,24.035
CLGN,4.95
TMNA,0.0001
UUU,1.55
EVSD,50.2516
BHLL,0.122625
CGRIF,28.924
IGE,45.67
AFBI,21.08
PDIV,0.074
GDV/PK,18.24
RGT,11.72
FSLY,8.095
IYH,62.64
IHRMF,18.24
IFS,22.845
PBHC,14.4
CLRPF,4
NTTYY,25.66
WGEE,0.0001
EQH,42.81
FBCG,41.6305
CHDRY,176.79
LSPKF,0.3
ASLE,7.1881
UCYB,41.59
RWL,96.0343
PBM,0.405
ISHOF,95.4767
UPIN,0.0036
CNRD,9.2
RCI,38.19
NMYSF,0.79
ASHR,24.195
CTRN,20.47
DXJS,35.3528
RITPF,24.65
IQGLF,6
BKKT,20.065
MEXX,19.86
UTEN,44.085
PACK,7.22
KW,10.885
MNTK,5.88
PRLPF,17.5
FBY,17.2622
FAPR,39.485
PRVA,19.19
ACNB,41.79
BZFD,2.91
ASB/PE,20.37
KOS,5.745
NPACF,20.85
CHY,11.3081
TPZEF,17.97
MCW,7.835
PFGTF,0.06395
BKKPF,3.55
GRRMY,29.0285
CBWTF,0.0252
ROIV,11.22
DSEEY,8.335
TLRS,0.0942
AHT/PF,15.2704
GRHI,0.06
IWMW,47.13
MGC,199.941
TTAC,62.0857
WNRC,0.0003
ASIX,27.33
AGNMF,0.0685
HTFB,24.14
ECGR,1.2
BOMXF,1.79
SGMD,0.0072
CWPE,0.124
LUNMF,10.27
NAT,3.7
HYB,7.43
BJINF,3.6399
TXTM,0.0007
GRID,119.0501
HARL,22
KKUR,1e-06
STXM,25.33
URI,737
AMLI,0.5677
ALLDF,6.57
TRBMF,0.0567
CNPWM,33.52
MRNY,15.87
SAABY,12.56
SMLF,64.7
JXN/PA,26.25
OSS,2.3719
EDDYF,0.0758
IMII,0.00103
FLMCF,0.071
PRZO,0.635
BKRRF,0.21036
TRRE,0.045
KTH,28.1884
NSTM,0.06
DBEF,41.8008
AUSVF,0.1507
EALT,30.57
PDEC,37.71
BJCHY,1.69
MTR,8.13
BNNLF,2.027
ADRNY,32.44
MMV,0.5882
TSGTF,6.26
ESNT,61.25
NUE,167.085
RND,22.7064
BON,2.22
PIZ,35.996
BINV,30.94
VSH,24.09
APPS,2.395
ITHUF,0.0178
MOGLF,1.27
SCIE,0.0001
GBERY,62.63
ADDDF,257.34
SETO,0.0122
BIREF,4.55
TUG,34.26
CTIHY,26.0089
FSEP,43.985
KEY/PL,22.92
BOWNU,10.63
NXTG,84.81
RNST,36.43
GUKYF,1.86
ENTX,1.8487
MDYV,77.65
IGHG,76.54
CASI,6.29
IAG,4.055
DANOY,12.92
RKT,15.655
TLGPY,13.1
AUDC,11.0243
ZLAB,19.1
REGCP,23.345
OGCP,10.67
NOMD,18.52
HYW,0.36155
SAM,287.57
NFE,25.76
SOMLY,15.24
ENZC,0.00186
MX,4.915
EXSR,99.91
MVST,0.425
LGHT,10.498
BAC/PM,23.62
AMST,2.54
BELGF,1.67
SRG/PA,20.0101
PSI,60.05
NUSC,42.1999
NTSI,37.72
APH,65.03
AMWD,93.7
CLSH,0.03995
BFS,39.7
NYCB/PA,19.48
FARO,17.5109
SYUP,0.005
UPWK,11.75
MNGPF,3.28
FA,16.57
ACRFF,42
JPM/PL,21.5297
PIK,3
EPRX,2.73
AMLH,0.0001
EELV,24.36
DINO,48.88
VREX,14.75
ERYTF,0.0789
DDEJF,0.9462
NNAX,0.0008
POR,47.33
WINA,407.61
MYBUD,5.95
MGHCF,0.035
KYNC,0.0008
HTD,20.54
FLXP,0.0001
NSBBF,0.04035
GCLT,0.0001
OPOF,16.6
KARO,34
AMFL,0.1665
DNZOF,17.69
CSLI,1e-06
CPZ,15.495
QOEG,0.0008
FLCO,21.4
DAVA,32.175
CLVLF,11.46
ENLC,14.16
IBTH,22.24
MD,7.76
BSMV,21.12
EMEXF,0.012
BJDX,0.552
VLVCY,5.97
NATR,16.06
NJUN,26
CLMT,15.14
EETH,70.13
VLEEF,11.67
USE,41.4501
SCMWY,59.695
BLLB,0.0008
INVU,0.01576
IMVIF,1e-06
BRSP,6.65
FLDR,50.14
WEAT,5.0103
FRFHF,1169.26
FRHLF,10.33
VIPV,1e-06
BKTI,14.1381
AEGY,1e-06
SMBMF,1.16
JULH,24.925
IDE,10.57
JUNE,5.22
RZG,51.368
IPSI,0.24
UCLE,0.0007
APRJ,24.66
